1:ItNr	2:Metric	3a:Time	3b:StepSize	4:||Gradient||	Time[ms]
0	-0.644937	0.000000	457.633224	0.004138	1811.6
1	-0.596251	0.000000	457.633224	0.007399	6.1
2	-0.606192	0.691911	443.036001	0.013164	5.7
3	-0.633177	1.691911	423.512039	0.012019	5.9
4	-0.613266	2.691911	405.636232	0.006301	5.7
5	-0.617021	3.691900	389.208509	0.011883	11.3
6	-0.613571	3.644391	389.958818	0.009017	6.7
7	-0.621617	4.644391	374.752420	0.007769	6.1
8	-0.625730	5.635060	360.813817	0.014731	9.8
9	-0.561216	6.635060	347.757438	0.019956	6.0
10	-0.602433	7.635060	335.612975	0.010340	6.0
11	-0.616411	8.635060	324.288113	0.008037	5.8
12	-0.616538	8.271181	328.319442	0.015668	5.8
13	-0.613040	9.271181	317.473501	0.012062	5.9
14	-0.600235	10.271181	307.321230	0.016479	10.1
15	-0.574105	9.881803	311.196133	0.010553	6.1
16	-0.603413	10.622928	303.902839	0.013454	9.8
17	-0.579001	11.622928	294.587218	0.013947	6.0
18	-0.635083	12.622928	285.825720	0.011913	9.3
19	-0.622517	13.622928	277.570332	0.015618	6.7
20	-0.618972	14.622928	269.778431	0.007662	11.6
21	-0.614702	15.622928	262.412050	0.006384	6.1
22	-0.592082	16.619526	255.460365	0.009628	3.7
23	-0.635880	16.230148	258.132139	0.009269	3.7
24	-0.614921	17.230148	251.380082	0.007195	5.0
25	-0.619476	18.220666	245.031475	0.010437	5.0
26	-0.606475	19.220666	238.939297	0.010530	5.1
27	-0.626043	19.927348	234.813597	0.005417	5.0
28	-0.599888	19.712474	236.052901	0.011539	4.9
29	-0.630025	20.712472	230.393868	0.005006	5.1
30	-0.630784	20.323094	232.564814	0.014507	5.9
31	-0.636342	21.323094	227.069829	0.007556	5.3
32	-0.590434	20.933738	229.178177	0.007322	5.9
33	-0.619242	21.933738	223.840227	0.006170	5.9
34	-0.633930	21.548378	225.867547	0.006157	5.8
35	-0.623909	21.162989	227.932078	0.008861	12.2
36	-0.622195	22.162989	222.651348	0.002649	4.5
37	-0.645520	21.787053	224.607608	0.012695	6.0
38	-0.597606	22.724649	219.791308	0.010900	8.1
39	-0.627201	23.724649	214.876987	0.006378	6.0
40	-0.638803	23.338479	216.748478	0.012076	5.9
41	-0.611319	24.338478	211.967804	0.016926	7.4
42	-0.618327	25.338478	207.393468	0.008563	8.5
43	-0.617559	26.338478	203.012392	0.011836	5.4
44	-0.625124	25.949101	204.696098	0.004848	6.5
45	-0.609547	26.608494	201.860991	0.011507	8.0
