1:ItNr	2:Metric	3:StepSize	4:||Gradient||	Time[ms]
0	-0.910012	627.201626	0.008593	1779.4
1	-0.605039	623.504937	0.005853	13.2
2	-0.834982	619.865785	0.008724	8.8
3	-0.592267	616.282728	0.006402	9.1
4	-0.316605	612.754375	0.004632	11.5
5	-0.834130	609.279381	0.006383	16.2
6	-0.000026	605.856447	0.000018	8.2
7	-0.233542	602.484317	0.009524	11.1
8	-0.476337	599.161779	0.008770	7.5
9	-0.160227	595.887656	0.003382	6.9
10	-0.194617	592.660813	0.002412	7.6
11	-0.143736	589.480151	0.001347	9.6
12	-0.569024	586.344606	0.008329	6.5
13	-0.453986	583.253145	0.005008	5.8
14	-0.780016	580.204771	0.007530	12.0
15	-0.855018	577.198517	0.006841	10.0
16	-0.000000	574.233444	0.000000	12.0
17	-0.935437	571.308645	0.011448	12.3
18	-0.602006	568.423237	0.005889	6.0
19	-0.813036	565.576365	0.009449	7.4
20	-0.000000	562.767201	0.000000	7.3
21	-0.543230	559.994938	0.014243	7.1
22	-0.000000	557.258797	0.000000	6.7
23	-0.187081	554.558018	0.008114	10.6
24	-0.974144	551.891865	0.011887	6.5
25	-0.457670	549.259621	0.008371	6.6
26	-0.773159	546.660592	0.010137	10.7
27	-0.087339	544.094102	0.003006	7.9
28	-0.880781	541.559494	0.018041	6.5
29	-0.320004	539.056129	0.003722	11.3
30	-0.221095	536.583387	0.004099	10.0
31	-0.266573	534.140663	0.004153	6.5
32	-0.421466	531.727370	0.006709	6.5
33	-0.646546	529.342935	0.004629	6.5
34	-0.527005	526.986802	0.010429	12.4
35	-0.553534	524.658430	0.007300	7.0
36	-0.801792	522.357290	0.007685	8.3
37	-0.791561	520.082868	0.005967	8.4
38	-0.429216	517.834665	0.007171	7.3
39	-0.122992	515.612193	0.002044	8.6
40	-0.140137	513.414976	0.003686	7.9
41	-0.825678	511.242551	0.010857	10.9
42	-0.045425	509.094468	0.002280	7.2
43	-0.021673	506.970285	0.000728	9.5
44	-0.430623	504.869574	0.005685	7.1
45	-0.475037	502.791916	0.007554	6.7
46	-0.004432	500.736903	0.001080	9.5
47	-0.218426	498.704137	0.007500	8.7
48	-0.664338	496.693228	0.007402	7.0
49	-0.000000	494.703798	0.000000	6.8
50	-0.876058	492.735476	0.006374	8.0
51	-0.352571	490.787900	0.006894	6.7
52	-0.885730	488.860718	0.011568	6.8
53	-0.000000	486.953585	0.000000	13.1
54	-0.000000	485.066164	0.000000	12.7
55	-0.870569	483.198126	0.014938	6.7
56	-0.511999	481.349149	0.004843	6.9
57	-0.595259	479.518920	0.009122	12.3
58	-0.808653	477.707132	0.006079	8.3
59	-0.083675	475.913485	0.001094	7.0
60	-0.880989	474.137684	0.007997	6.9
61	-0.160460	472.379445	0.002134	12.8
62	-0.301360	470.638485	0.006130	7.2
63	-0.927212	468.914531	0.013371	9.8
64	-0.816747	467.207315	0.010861	12.8
65	-0.191331	465.516573	0.001615	10.8
66	-0.160122	463.842050	0.001974	12.0
67	-0.000000	462.183494	0.000000	8.0
68	-0.461931	460.540658	0.009419	11.2
69	-0.651411	458.913303	0.012096	12.5
70	-0.561288	457.301192	0.006187	6.6
71	-0.358506	455.704096	0.008236	9.5
72	-0.003778	454.121787	0.000012	6.5
73	-0.915225	452.554045	0.007263	6.9
74	-0.357389	451.000653	0.007455	12.3
75	-0.442166	449.461399	0.011608	12.9
76	-0.682600	447.936075	0.006556	11.4
77	-0.000000	446.424477	0.000000	6.7
78	-0.000000	444.926406	0.000000	13.2
79	-0.000000	443.441666	0.000000	6.7
80	-0.302814	441.970065	0.005617	7.2
81	-0.568505	440.511415	0.006017	12.1
82	-0.000000	439.065533	0.000000	12.4
83	-0.535673	437.632238	0.005273	8.3
84	-0.776811	436.211351	0.009273	10.3
85	-0.972998	434.802701	0.011861	7.9
86	-0.022236	433.406117	0.000123	15.3
87	-0.856275	432.021430	0.006648	7.4
88	-0.000000	430.648479	0.000000	7.6
89	-0.279748	429.287101	0.006277	6.8
90	-0.000000	427.937140	0.000000	10.4
91	-0.000000	426.598440	0.000000	5.8
92	-0.945225	425.270849	0.006321	7.8
93	-0.963335	423.954220	0.009537	9.6
94	-0.695514	422.648404	0.005607	7.7
95	-0.767467	421.353259	0.008480	13.2
96	-0.808067	420.068643	0.012230	6.4
97	-0.474679	418.794419	0.005410	6.9
98	-0.884436	417.530451	0.006477	6.7
99	-0.398948	416.276604	0.006512	6.8
100	-0.822874	415.032748	0.007669	8.5
101	-0.000000	413.798754	0.000000	6.8
102	-0.852012	412.574495	0.013274	9.0
103	-0.000000	411.359849	0.000000	6.4
104	-0.674744	410.154691	0.005073	11.9
105	-0.461285	408.958904	0.001949	7.2
106	-0.150189	407.772368	0.000994	8.4
107	-0.959449	406.594968	0.006283	7.9
108	-0.709210	405.426590	0.009750	7.9
109	-0.000000	404.267122	0.000000	8.0
110	-0.106033	403.116456	0.001321	7.3
111	-0.862023	401.974481	0.007566	8.6
112	-0.956748	400.841093	0.007608	6.7
113	-0.000000	399.716187	0.000000	11.8
114	-0.203595	398.599660	0.001953	7.4
115	-0.328651	397.491411	0.006044	6.7
116	-1.082370	396.391342	0.007999	11.2
117	-0.108470	395.299353	0.000768	6.2
118	-0.511819	394.215350	0.010666	6.8
119	-0.395226	393.139238	0.004329	12.2
120	-0.225375	392.070924	0.005412	7.2
121	-0.471962	391.010316	0.003860	10.4
122	-0.823702	389.957325	0.006624	5.0
123	-0.000000	388.911862	0.000000	7.2
124	-0.620276	387.873839	0.009255	7.3
125	-0.000000	386.843173	0.000000	10.6
126	-0.164391	385.819777	0.001757	6.8
127	-0.295077	384.803569	0.008730	6.8
128	-0.271010	383.794468	0.003754	12.2
