1:ItNr	2:Metric	3:StepSize	4:||Gradient||	Time[ms]
0	-0.897054	627.201626	0.017012	1840.4
1	-0.574590	623.504937	0.005463	10.0
2	-0.863726	619.865785	0.008267	7.9
3	-0.000001	616.282728	0.000000	8.7
4	-0.247708	612.754375	0.004616	11.0
5	-0.999633	609.279381	0.012411	8.1
6	-0.404824	605.856447	0.002332	12.0
7	-0.956513	602.484317	0.021509	9.4
8	-1.421896	599.161779	0.009431	5.4
9	-0.003622	595.887656	0.000470	6.2
10	-0.861932	592.660813	0.009867	7.5
11	-0.990438	589.480151	0.010436	10.2
12	-0.835148	586.344606	0.015286	7.6
13	-0.769339	583.253145	0.014305	6.6
14	-0.573417	580.204771	0.011392	9.3
15	-0.482525	577.198517	0.006745	11.8
16	-0.942579	574.233444	0.006694	5.7
17	-0.334050	571.308645	0.005079	11.9
18	-1.335312	568.423237	0.007590	6.5
19	-1.536075	565.576365	0.009483	12.7
20	-1.571356	562.767201	0.020389	8.7
21	-0.397202	559.994938	0.010022	6.7
22	-0.499420	557.258797	0.003939	7.4
23	-0.000000	554.558018	0.000000	7.0
24	-0.368153	551.891865	0.008279	12.7
25	-1.177364	549.259621	0.017257	6.2
26	-0.000000	546.660592	0.000000	12.1
27	-0.000000	544.094102	0.000000	11.2
28	-0.417460	541.559494	0.022044	11.3
29	-0.860114	539.056129	0.004833	5.1
30	-0.809163	536.583387	0.007328	6.6
31	-0.003991	534.140663	0.000582	6.6
32	-0.000000	531.727370	0.000000	11.9
33	-0.414114	529.342935	0.003251	13.6
34	-0.000000	526.986802	0.000000	5.5
35	-0.207798	524.658430	0.003805	6.6
36	-0.167957	522.357290	0.004946	6.7
37	-0.000001	520.082868	0.000000	8.8
38	-0.571317	517.834665	0.005059	11.8
39	-0.000000	515.612193	0.000000	15.9
40	-0.110143	513.414976	0.007465	3.9
41	-0.000000	511.242551	0.000000	7.9
42	-0.241872	509.094468	0.009058	12.0
43	-0.745098	506.970285	0.014049	2.7
44	-0.236638	504.869574	0.005830	9.1
