1:ItNr	2:Metric	3a:Time	3b:StepSize	4:||Gradient||	Time[ms]
0	-0.606224	0.000000	469.559844	0.006261	2032.3
1	-0.597551	0.000000	469.559844	0.011961	16.3
2	-0.554911	1.000000	448.216215	0.013786	3.5
3	-0.593371	2.000000	428.728553	0.014019	13.0
4	-0.579596	3.000000	410.864863	0.011791	2.5
5	-0.608937	4.000000	394.430269	0.007348	6.2
6	-0.594818	5.000000	379.259874	0.009600	7.0
7	-0.595275	6.000000	365.213212	0.008192	15.1
8	-0.598799	6.999999	352.169891	0.007898	7.6
9	-0.577044	7.999999	340.026101	0.008558	5.6
10	-0.579838	8.999999	328.691897	0.017534	7.2
11	-0.562208	9.999999	318.088933	0.016777	6.1
12	-0.597205	10.999999	308.148653	0.008412	7.0
13	-0.593678	11.999999	298.810815	0.003319	6.4
14	-0.591762	12.890670	290.957853	0.006205	11.3
15	-0.583234	13.884299	282.670343	0.008253	13.4
16	-0.615346	14.884299	274.793072	0.005479	7.1
17	-0.607093	14.581314	277.133008	0.009420	12.3
18	-0.595519	15.569217	269.646376	0.015808	6.5
19	-0.570375	16.569217	262.469053	0.011659	6.0
20	-0.579345	17.569217	255.663910	0.012714	6.4
21	-0.619317	17.260324	257.727995	0.006814	6.5
22	-0.599267	18.260324	251.163404	0.006591	6.9
23	-0.612873	17.952292	253.149592	0.007260	6.0
24	-0.610254	18.037970	252.593993	0.017373	12.8
25	-0.575158	19.037970	246.285132	0.013127	4.9
26	-0.588952	20.037970	240.283735	0.005340	11.8
27	-0.600279	19.773970	241.839503	0.007682	6.7
28	-0.577088	19.471084	243.649435	0.012354	6.0
29	-0.569947	20.471084	237.774270	0.006001	5.9
30	-0.600449	21.471084	232.175773	0.009023	5.9
31	-0.624347	22.460831	226.888363	0.010873	7.9
32	-0.611269	22.151938	228.512486	0.006582	6.0
33	-0.584941	23.151938	223.336892	0.012321	6.5
34	-0.634514	22.848446	224.882693	0.004155	6.1
35	-0.611258	23.697241	220.612203	0.004155	15.1
36	-0.607698	24.687407	215.830955	0.003351	2.0
37	-0.611517	25.147431	213.679431	0.009469	6.3
38	-0.577593	26.131721	209.216990	0.007579	9.4
39	-0.584671	27.131719	204.870236	0.007399	11.2
40	-0.604168	28.087108	200.882819	0.007564	8.6
41	-0.586979	29.087108	196.872150	0.007199	5.8
42	-0.571852	30.087108	193.018494	0.013867	11.1
43	-0.595178	29.778216	194.192657	0.011414	6.8
44	-0.600145	30.778216	190.442187	0.010569	6.3
45	-0.633151	31.778216	186.833838	0.006369	6.0
46	-0.574470	32.778216	183.359684	0.005565	6.1
47	-0.589705	33.763747	180.059935	0.005902	6.2
48	-0.611684	33.460060	181.064007	0.009890	5.7
49	-0.605717	34.459966	177.799546	0.008881	9.5
50	-0.593928	35.459966	174.650420	0.007563	16.4
51	-0.602283	36.459966	171.610905	0.004501	3.7
52	-0.630529	36.254598	172.226460	0.007941	15.7
53	-0.620668	37.252011	169.277533	0.009959	2.6
54	-0.614704	38.252011	166.420625	0.011311	2.6
55	-0.616862	39.252011	163.658549	0.005751	9.6
56	-0.594833	40.252011	160.986662	0.010264	7.7
57	-0.579866	41.252011	158.400614	0.010768	6.0
58	-0.583231	42.096514	156.280531	0.008018	9.9
59	-0.592645	43.096514	153.842325	0.008853	11.7
60	-0.611637	42.787622	154.587306	0.010009	4.2
61	-0.593206	43.787622	152.201244	0.009758	6.1
62	-0.616789	44.787622	149.887720	0.006536	9.5
63	-0.622116	45.787585	147.643558	0.007354	7.7
64	-0.596061	45.478728	148.329503	0.004575	7.9
65	-0.605350	46.148674	146.849612	0.004017	7.9
66	-0.582645	46.633831	145.796216	0.007285	6.1
67	-0.595638	46.324947	146.465125	0.005820	6.2
68	-0.636741	47.324947	144.321470	0.006276	8.0
69	-0.588825	47.068431	144.865345	0.004768	11.3
70	-0.619537	48.048256	142.809642	0.006672	6.2
71	-0.628783	47.740631	143.448737	0.007349	6.1
72	-0.596404	47.431739	144.096246	0.006375	5.9
73	-0.602963	47.512057	143.927321	0.010371	12.6
74	-0.620683	48.511811	141.857284	0.007195	8.9
75	-0.585465	48.202926	142.490459	0.005569	6.2
76	-0.596755	49.202926	140.460765	0.004179	9.8
77	-0.608001	49.630753	139.609962	0.004549	7.4
78	-0.586504	49.588422	139.693684	0.008053	7.1
79	-0.601176	49.279550	140.307624	0.007428	11.3
80	-0.600059	50.279550	138.339211	0.007335	9.4
81	-0.569980	51.273211	136.437231	0.007906	7.3
82	-0.598189	52.273211	134.575197	0.005517	8.0
83	-0.598968	52.417245	134.311179	0.004267	11.1
84	-0.568447	52.112736	134.870575	0.011843	6.4
85	-0.607995	53.112736	133.050772	0.011733	6.3
86	-0.597076	54.112736	131.279424	0.005573	8.0
87	-0.603936	55.112736	129.554622	0.008452	7.9
88	-0.587876	55.495095	128.907046	0.009391	11.8
89	-0.597078	56.495095	127.243624	0.005465	6.5
90	-0.595645	56.186203	127.752842	0.004414	9.4
91	-0.596654	57.186189	126.118907	0.009057	10.6
92	-0.606812	58.186188	124.526221	0.004725	5.4
93	-0.605453	59.186188	122.973258	0.015277	10.7
94	-0.606753	58.877295	123.448806	0.013929	5.9
95	-0.606020	59.877295	121.922434	0.011352	9.4
96	-0.599756	60.877295	120.433347	0.003103	6.5
97	-0.579748	61.296414	119.820005	0.005613	11.0
98	-0.592279	61.100068	120.106560	0.005906	9.2
99	-0.601415	60.864538	120.452115	0.009945	11.7
100	-0.571455	60.555646	120.908327	0.005047	6.5
101	-0.622865	61.555646	119.443760	0.008040	6.2
102	-0.576999	61.649379	119.308298	0.008334	10.6
103	-0.579514	62.649379	117.882008	0.007059	11.3
104	-0.616768	62.425484	118.198375	0.004408	6.0
105	-0.595986	63.092258	117.261172	0.003918	6.5
106	-0.602899	63.904300	116.139663	0.007152	6.3
107	-0.579500	64.899804	114.793704	0.006729	9.5
108	-0.626851	65.899800	113.472721	0.005997	11.1
109	-0.613388	65.590909	113.877506	0.006610	6.5
110	-0.612884	65.282017	114.285190	0.012818	13.5
111	-0.591624	66.282017	112.975812	0.005419	12.2
112	-0.600199	67.266491	111.715744	0.004993	2.7
113	-0.614666	67.504597	111.415192	0.007282	11.4
114	-0.593102	68.504582	110.170413	0.008888	8.5
115	-0.600647	68.230027	110.509399	0.013782	6.8
116	-0.615452	69.230027	109.284647	0.008355	9.1
117	-0.587059	68.946210	109.629486	0.004977	7.9
118	-0.591413	68.638740	110.005526	0.004921	6.6
119	-0.600147	69.637009	108.793933	0.009618	9.4
120	-0.600768	69.328253	109.165808	0.009017	11.5
121	-0.592275	70.328253	107.970496	0.008454	7.7
122	-0.625962	70.027778	108.326897	0.008196	8.6
123	-0.600158	71.027778	107.149786	0.004020	7.4
124	-0.606812	70.718886	107.510646	0.005084	6.6
125	-0.585657	70.418482	107.863930	0.008415	6.6
126	-0.607541	71.400964	106.717033	0.004879	5.8
127	-0.561700	72.400234	105.575289	0.004199	11.4
128	-0.623874	73.108490	104.780734	0.003068	9.7
129	-0.602778	73.194471	104.685091	0.005708	7.9
130	-0.624236	74.189949	103.590314	0.008195	8.1
131	-0.587763	73.881057	103.927560	0.011812	6.2
132	-0.591760	74.881057	102.843638	0.009323	5.8
133	-0.616998	74.572165	103.176032	0.010623	11.3
134	-0.583966	75.572165	102.107649	0.002112	6.7
135	-0.596939	75.264838	102.433630	0.002979	5.8
136	-0.571623	75.966106	101.692820	0.008205	6.2
137	-0.614386	76.285148	101.359323	0.004477	11.0
138	-0.610436	75.976275	101.682156	0.004796	6.3
139	-0.595479	75.667642	102.006799	0.005710	7.9
140	-0.609043	75.359322	102.333189	0.008214	8.0
141	-0.606682	75.050921	102.661761	0.007156	7.9
142	-0.611617	74.742035	102.992972	0.006159	6.0
143	-0.599083	75.742035	101.928357	0.008285	6.1
144	-0.584468	76.431994	101.206558	0.004209	10.9
145	-0.603438	76.123102	101.528437	0.008454	12.0
146	-0.613724	77.093007	100.524564	0.005796	7.6
147	-0.576409	76.817731	100.807457	0.005186	6.1
148	-0.616057	76.508861	101.126776	0.009969	6.6
149	-0.628441	76.199969	101.448147	0.009548	11.2
150	-0.607998	75.891077	101.771567	0.004720	6.4
151	-0.605231	76.707159	100.921538	0.009115	5.8
152	-0.592134	77.707159	99.899104	0.005611	5.7
153	-0.607119	77.398267	100.212708	0.006400	6.7
154	-0.632609	77.098070	100.519375	0.006377	5.9
155	-0.620388	76.850414	100.773787	0.011075	5.9
156	-0.599573	77.850413	99.754330	0.004436	6.9
157	-0.590167	77.545856	100.062622	0.005289	5.9
158	-0.607883	77.237208	100.377005	0.005327	5.8
159	-0.608980	77.245728	100.368301	0.007380	5.7
160	-0.612788	76.936835	100.684862	0.011719	11.2
161	-0.600889	77.087899	100.529798	0.005838	7.8
162	-0.605243	78.087899	99.515247	0.004644	3.6
163	-0.614394	79.077868	98.530843	0.008233	6.5
164	-0.600391	80.072964	97.560776	0.010253	5.9
165	-0.587543	79.764071	97.859848	0.011582	9.1
166	-0.594386	80.764071	96.898213	0.009123	11.4
167	-0.600303	80.473294	97.175881	0.006862	8.2
168	-0.594608	80.164402	97.472595	0.004529	9.2
169	-0.607965	81.164400	96.518520	0.003428	11.2
170	-0.578288	82.064068	95.675990	0.004699	11.7
171	-0.596728	82.931278	94.877663	0.002935	7.3
172	-0.598061	82.639200	95.145049	0.010736	5.8
173	-0.573197	83.639192	94.235788	0.004866	10.8
174	-0.603030	84.626365	93.355070	0.007271	6.0
175	-0.613713	85.496082	92.592671	0.008965	9.2
176	-0.595656	85.187649	92.861617	0.005545	5.8
177	-0.624507	86.187644	91.995275	0.009146	6.2
178	-0.605282	87.187644	91.144944	0.004864	6.1
179	-0.609271	88.187644	90.310189	0.006264	10.0
180	-0.594902	87.880727	90.564758	0.010084	6.1
181	-0.598898	88.879309	89.741707	0.008203	9.3
182	-0.589782	88.570417	89.994699	0.005666	5.7
183	-0.576287	89.570369	89.180825	0.007111	10.0
184	-0.596328	90.205504	88.671481	0.006865	6.6
185	-0.611730	91.205460	87.881256	0.008648	5.2
186	-0.590652	92.205460	87.104957	0.008379	6.3
187	-0.607266	91.896716	87.343167	0.007985	6.1
188	-0.593075	91.587842	87.582784	0.004622	6.8
189	-0.599774	92.587787	86.811769	0.004923	7.7
190	-0.620801	92.495112	86.882656	0.004810	7.9
191	-0.618264	92.186242	87.119746	0.009383	11.1
192	-0.606493	91.877350	87.358152	0.007154	5.7
193	-0.615682	92.877350	86.591027	0.006715	5.7
194	-0.603824	92.568458	86.826544	0.007133	11.2
195	-0.586597	93.567968	86.069054	0.004338	8.0
196	-0.626446	93.259127	86.301698	0.007278	12.0
197	-0.622988	94.204265	85.593678	0.004146	11.4
198	-0.622363	93.895377	85.823790	0.007660	8.0
199	-0.596855	94.895375	85.083264	0.006688	6.6
200	-0.597921	95.895375	84.355405	0.005708	8.4
201	-0.598848	96.894198	83.640730	0.006662	6.1
202	-0.592496	97.823500	82.986587	0.004693	9.8
203	-0.594873	98.823492	82.294019	0.008782	9.6
204	-0.603184	98.514600	82.506713	0.005758	6.5
205	-0.609887	99.514600	81.822093	0.003046	9.5
206	-0.603273	99.276837	81.983838	0.003714	5.5
207	-0.577259	99.910275	81.554332	0.007213	11.5
208	-0.592335	100.910264	80.885369	0.011373	10.5
209	-0.626476	101.910264	80.227285	0.005335	5.8
210	-0.580272	102.910264	79.579822	0.012307	6.2
211	-0.595699	103.910263	78.942726	0.008429	10.8
212	-0.598921	104.910263	78.315750	0.004174	12.3
213	-0.604273	104.619649	78.496929	0.007473	5.7
214	-0.609417	104.701895	78.445569	0.009767	6.4
215	-0.570904	105.701895	77.826434	0.011929	8.0
216	-0.598037	106.701895	77.216996	0.005026	6.2
217	-0.595107	107.686897	76.625958	0.003160	10.3
