1:ItNr	2:Metric	3a:Time	3b:StepSize	4:||Gradient||	Time[ms]
0	-0.330206	0.000000	1301.099541	0.003150	2201.7
1	-0.313378	0.000000	1301.099541	0.003552	6.4
2	-0.345555	0.000000	1301.099541	0.002466	6.5
3	-0.349133	0.000000	1301.099541	0.002825	11.8
4	-0.359998	0.000000	1301.099541	0.003325	12.6
5	-0.361279	0.000000	1301.099541	0.003529	10.3
6	-0.360741	0.000000	1301.099541	0.002690	7.9
7	-0.395577	0.000000	1301.099541	0.003947	5.9
8	-0.416903	0.000000	1301.099541	0.004073	12.4
9	-0.421174	0.000000	1301.099541	0.005762	17.4
10	-0.450605	0.000000	1301.099541	0.006282	1.5
11	-0.479473	0.000000	1301.099541	0.007630	10.7
12	-0.517406	0.000000	1301.099541	0.005982	10.4
13	-0.557163	1.000000	1241.958652	0.005434	6.8
14	-0.576388	0.560967	1267.247889	0.005957	14.5
15	-0.556480	0.147625	1292.016997	0.004634	11.8
16	-0.605870	0.000000	1301.099541	0.003132	5.9
17	-0.606106	0.000000	1301.099541	0.004953	9.9
18	-0.577654	0.998646	1242.035118	0.004026	13.1
19	-0.615429	1.998646	1188.030411	0.005801	2.6
20	-0.621526	1.559644	1211.149023	0.002983	15.1
21	-0.637922	1.120984	1235.166160	0.003730	10.1
22	-0.626975	0.681951	1260.176767	0.005577	11.2
23	-0.654353	1.679471	1204.749875	0.013159	8.7
24	-0.582150	2.679471	1153.872478	0.009154	12.2
25	-0.672082	3.679471	1107.118135	0.006781	7.9
26	-0.647873	4.679471	1064.005170	0.008286	11.7
27	-0.644745	5.679471	1024.124126	0.006171	14.1
28	-0.680690	6.679471	987.124716	0.004360	14.5
29	-0.672891	7.679471	952.705507	0.005259	15.0
30	-0.682412	8.679471	920.605693	0.007233	13.7
31	-0.668167	9.679471	890.598472	0.011155	10.4
32	-0.664846	10.679471	862.485677	0.013218	11.4
33	-0.657468	11.679471	836.093400	0.010220	5.9
34	-0.681627	12.679471	811.268384	0.004792	10.7
35	-0.681751	13.679471	787.875052	0.004601	10.3
36	-0.675868	13.272865	797.222247	0.006102	13.3
37	-0.721870	14.272865	774.620674	0.006012	6.1
38	-0.695892	15.272865	753.265297	0.004689	8.8
39	-0.658915	16.272865	733.055815	0.003878	6.2
40	-0.682271	17.272637	713.906653	0.004155	12.0
41	-0.671790	18.272637	695.728433	0.006239	7.8
42	-0.677828	19.272637	678.452970	0.006199	6.1
43	-0.697691	20.272637	662.014646	0.002844	16.4
44	-0.695131	21.272637	646.354052	0.002257	11.1
45	-0.683052	22.264859	631.530781	0.005130	14.8
46	-0.685584	22.888818	622.552433	0.010596	13.0
47	-0.675309	23.888818	608.683669	0.007889	13.8
48	-0.677657	24.888818	595.419356	0.003502	4.3
49	-0.689800	25.888818	582.720819	0.004930	5.9
50	-0.707796	25.449785	588.228567	0.006429	16.2
51	-0.687976	26.449785	575.831702	0.003984	3.2
52	-0.672546	27.449776	563.946679	0.006327	12.2
53	-0.656660	28.449776	552.542245	0.006610	16.1
54	-0.687620	29.449776	541.589922	0.009291	2.5
55	-0.671038	30.449776	531.063348	0.005700	6.6
56	-0.671819	31.449776	520.938169	0.006006	7.5
57	-0.697078	32.449776	511.191857	0.009933	11.0
58	-0.702515	33.449776	501.803539	0.010610	11.0
59	-0.678914	34.449776	492.753844	0.008101	8.8
60	-0.687601	35.449776	484.024778	0.003827	7.9
61	-0.709323	35.010743	487.818744	0.005948	7.9
62	-0.681400	36.010743	479.262133	0.004517	5.8
63	-0.686590	37.010743	471.000523	0.003572	10.1
64	-0.686292	38.010743	463.018917	0.003980	6.0
65	-0.671617	39.010737	455.303363	0.005019	11.3
66	-0.683859	40.010737	447.840687	0.003200	6.2
67	-0.681402	41.010737	440.618701	0.004654	10.7
68	-0.702590	42.010737	433.625946	0.003531	8.9
69	-0.687098	43.010737	426.851677	0.005621	9.1
70	-0.683395	44.010737	420.285813	0.003183	6.6
71	-0.658836	45.010737	413.918881	0.005809	6.4
72	-0.678796	45.802371	409.013781	0.005128	5.8
