1:ItNr	2:Metric	3:StepSize	4:||Gradient||	Time[ms]
0	-0.125543	627.201626	0.001594	1698.1
1	-0.862465	623.504937	0.007851	11.4
2	-0.168619	619.865785	0.001526	6.3
3	-0.426187	616.282728	0.012117	7.2
4	-0.447667	612.754375	0.005588	12.3
5	-0.000000	609.279381	0.000000	5.0
6	-0.644947	605.856447	0.009866	6.4
7	-1.058199	602.484317	0.005087	6.7
8	-0.422710	599.161779	0.007866	6.6
9	-0.858255	595.887656	0.004850	6.7
10	-0.486093	592.660813	0.004004	13.9
11	-0.000143	589.480151	0.000045	6.4
12	-0.035064	586.344606	0.001297	7.3
13	-0.023227	583.253145	0.000647	7.0
14	-0.000000	580.204771	0.000000	6.7
15	-0.702115	577.198517	0.007358	6.7
16	-0.017745	574.233444	0.000493	6.7
17	-0.183901	571.308645	0.003572	7.0
18	-0.110034	568.423237	0.002193	6.6
19	-0.648090	565.576365	0.006359	6.7
20	-0.603072	562.767201	0.013590	6.9
21	-0.478027	559.994938	0.004560	6.8
22	-0.000000	557.258797	0.000000	6.9
23	-0.000000	554.558018	0.000000	6.4
24	-0.025941	551.891865	0.000658	11.9
25	-0.000000	549.259621	0.000000	9.6
26	-0.489358	546.660592	0.005920	6.1
27	-0.015780	544.094102	0.000506	7.9
28	-0.667357	541.559494	0.007834	6.7
29	-0.441165	539.056129	0.004364	11.7
30	-0.712700	536.583387	0.004276	12.0
31	-0.931791	534.140663	0.010898	6.4
32	-0.347296	531.727370	0.008916	6.3
33	-1.156778	529.342935	0.007515	6.6
34	-0.205279	526.986802	0.000996	9.6
35	-0.429307	524.658430	0.003012	12.0
36	-0.000000	522.357290	0.000000	11.8
37	-0.225312	520.082868	0.001799	6.5
38	-0.000000	517.834665	0.000000	6.4
39	-0.766117	515.612193	0.004968	6.4
40	-0.160488	513.414976	0.003379	8.4
41	-0.939004	511.242551	0.005724	6.8
42	-0.000000	509.094468	0.000000	6.2
43	-0.000000	506.970285	0.000000	7.1
44	-0.000001	504.869574	0.000001	6.5
45	-0.000000	502.791916	0.000000	6.8
46	-0.462230	500.736903	0.011140	6.6
47	-0.000000	498.704137	0.000000	6.8
48	-0.000000	496.693228	0.000000	8.5
49	-0.000000	494.703798	0.000000	7.3
50	-0.000000	492.735476	0.000000	6.4
51	-0.522135	490.787900	0.011875	6.6
52	-0.322997	488.860718	0.002449	6.5
53	-0.000000	486.953585	0.000000	6.4
54	-0.000000	485.066164	0.000000	6.0
55	-0.350136	483.198126	0.006032	6.8
56	-0.915216	481.349149	0.011803	12.3
57	-0.382055	479.518920	0.004537	7.0
58	-0.000000	477.707132	0.000000	6.5
59	-0.000000	475.913485	0.000000	6.3
60	-0.229079	474.137684	0.001850	9.2
61	-0.195819	472.379445	0.006439	6.9
62	-0.093187	470.638485	0.000951	13.7
63	-0.478983	468.914531	0.005136	3.3
64	-0.792152	467.207315	0.011668	6.8
65	-0.248829	465.516573	0.005916	7.3
66	-1.175210	463.842050	0.009197	6.9
67	-0.000000	462.183494	0.000000	6.6
68	-0.555241	460.540658	0.004354	6.6
69	-0.152154	458.913303	0.003616	6.9
70	-0.529436	457.301192	0.011894	6.2
71	-0.378409	455.704096	0.003014	6.3
72	-0.317926	454.121787	0.004737	7.0
73	-0.000000	452.554045	0.000000	6.0
74	-0.940290	451.000653	0.007068	7.2
75	-0.224773	449.461399	0.001891	8.4
76	-0.579968	447.936075	0.003931	13.8
77	-0.952509	446.424477	0.007096	8.6
78	-0.000000	444.926406	0.000000	7.9
79	-0.001120	443.441666	0.000092	6.7
80	-0.000000	441.970065	0.000000	6.0
81	-0.000000	440.511415	0.000000	6.5
82	-0.491613	439.065533	0.006063	12.4
83	-0.087215	437.632238	0.001349	10.9
84	-0.123805	436.211351	0.001105	7.1
85	-0.132469	434.802701	0.003855	6.6
86	-0.000000	433.406117	0.000000	6.2
87	-0.884333	432.021430	0.006467	6.7
88	-0.000000	430.648479	0.000000	7.3
89	-0.000000	429.287101	0.000000	7.5
90	-0.001297	427.937140	0.000115	11.5
91	-0.866098	426.598440	0.005310	7.8
92	-0.000000	425.270849	0.000000	7.0
93	-0.768888	423.954220	0.007324	6.4
94	-0.377769	422.648404	0.001636	6.7
95	-0.751855	421.353259	0.009428	6.6
96	-0.779953	420.068643	0.004207	6.5
97	-0.394602	418.794419	0.002525	6.7
98	-0.914277	417.530451	0.008895	7.0
99	-0.699206	416.276604	0.003986	6.8
100	-0.000000	415.032748	0.000000	6.2
101	-0.137457	413.798754	0.001690	11.7
102	-0.000000	412.574495	0.000000	9.3
103	-0.841385	411.359849	0.006916	7.2
104	-0.383365	410.154691	0.006659	6.6
105	-0.000000	408.958904	0.000000	6.5
106	-0.948089	407.772368	0.008282	6.6
107	-0.114328	406.594968	0.003414	6.7
108	-0.368637	405.426590	0.006469	15.4
109	-0.000000	404.267122	0.000000	2.4
110	-0.450888	403.116456	0.004489	6.5
111	-0.673307	401.974481	0.007811	6.2
112	-0.031907	400.841093	0.000688	6.4
113	-0.000000	399.716187	0.000000	9.0
114	-0.204554	398.599660	0.002208	9.3
115	-0.000000	397.491411	0.000000	7.1
116	-0.777708	396.391342	0.006083	6.6
117	-0.579071	395.299353	0.003923	6.6
118	-0.000000	394.215350	0.000000	6.7
119	-0.647532	393.139238	0.004837	6.5
120	-0.031340	392.070924	0.000511	11.7
121	-0.072811	391.010316	0.001913	11.6
122	-0.000000	389.957325	0.000000	6.2
123	-0.000000	388.911862	0.000000	6.5
124	-0.000000	387.873839	0.000000	7.0
125	-0.451253	386.843173	0.005936	6.7
126	-0.000000	385.819777	0.000000	6.7
127	-0.228323	384.803569	0.003270	6.5
128	-0.170341	383.794468	0.002660	8.0
129	-0.825401	382.792393	0.006750	6.4
130	-0.407008	381.797264	0.006715	6.8
131	-0.000063	380.809005	0.000018	8.2
132	-0.000000	379.827537	0.000000	6.6
133	-0.000000	378.852786	0.000000	9.3
134	-0.687285	377.884678	0.007968	7.9
135	-0.895355	376.923138	0.008539	11.9
136	-0.449615	375.968095	0.003479	6.7
137	-0.000965	375.019479	0.000159	6.7
138	-0.452620	374.077218	0.007169	11.9
139	-0.248367	373.141244	0.004156	6.4
140	-0.000000	372.211489	0.000000	11.4
141	-0.095313	371.287887	0.002410	8.4
142	-0.051807	370.370370	0.000953	6.5
143	-0.789286	369.458876	0.003411	6.7
144	-0.841435	368.553338	0.007104	6.6
145	-0.141303	367.653696	0.001526	6.5
146	-0.000000	366.759885	0.000000	11.8
147	-0.090079	365.871846	0.001810	6.7
148	-0.679021	364.989518	0.008524	6.6
149	-0.855655	364.112841	0.005415	6.6
150	-0.454682	363.241757	0.002209	6.8
151	-0.487823	362.376208	0.004810	6.9
152	-0.635579	361.516137	0.008166	6.5
153	-0.583966	360.661488	0.008155	7.7
154	-0.806236	359.812206	0.006523	6.7
155	-0.005522	358.968236	0.000133	6.6
156	-0.420891	358.129524	0.004914	7.7
157	-0.427159	357.296018	0.004653	6.7
158	-0.771483	356.467665	0.006033	7.2
159	-0.000000	355.644414	0.000000	8.1
160	-0.000000	354.826213	0.000000	11.3
161	-0.782362	354.013012	0.008929	7.8
162	-0.670690	353.204763	0.007132	10.3
163	-0.358037	352.401415	0.003586	6.3
164	-0.589575	351.602922	0.011673	6.7
165	-0.000000	350.809235	0.000000	6.5
166	-0.902645	350.020308	0.006997	12.0
167	-0.434571	349.236095	0.003898	6.8
168	-0.714156	348.456550	0.009528	7.0
169	-0.593990	347.681627	0.005359	6.8
170	-0.140338	346.911283	0.003621	6.6
