1:ItNr	2:Metric	3:StepSize	4:||Gradient||	Time[ms]
0	-0.778333	627.201626	0.005484	1591.9
1	-1.341094	623.504937	0.005513	12.3
2	-0.000001	619.865785	0.000000	13.6
3	-0.352845	616.282728	0.002152	14.6
4	-0.751520	612.754375	0.002545	14.3
5	-0.524551	609.279381	0.001619	14.1
6	-1.198835	605.856447	0.004013	13.6
7	-0.000002	602.484317	0.000000	14.1
8	-0.004300	599.161779	0.000000	14.4
9	-1.154769	595.887656	0.010445	13.5
10	-0.441063	592.660813	0.002097	12.9
11	-0.000000	589.480151	0.000000	12.7
12	-1.403412	586.344606	0.013008	12.3
13	-0.000000	583.253145	0.000000	12.2
14	-0.621553	580.204771	0.005902	12.3
15	-0.799583	577.198517	0.002275	12.4
16	-0.903153	574.233444	0.004398	11.8
17	-0.964508	571.308645	0.007340	14.1
18	-1.206494	568.423237	0.001862	12.7
19	-0.935093	565.576365	0.002776	13.9
20	-0.000000	562.767201	0.000000	14.5
21	-0.351291	559.994938	0.001252	12.9
22	-0.933824	557.258797	0.005455	11.7
23	-0.123937	554.558018	0.000659	12.6
24	-0.000000	551.891865	0.000000	11.9
25	-0.649405	549.259621	0.002669	11.5
26	-1.237735	546.660592	0.002048	12.3
27	-1.076994	544.094102	0.002577	12.0
28	-0.944947	541.559494	0.009629	12.4
29	-1.171528	539.056129	0.002289	11.4
30	-0.764113	536.583387	0.006034	11.4
31	-1.297687	534.140663	0.006659	11.5
32	-1.222689	531.727370	0.002770	12.2
33	-0.854253	529.342935	0.002752	11.6
34	-1.058931	526.986802	0.007556	11.5
35	-1.088203	524.658430	0.008237	11.6
36	-0.693094	522.357290	0.002321	12.9
37	-1.301214	520.082868	0.011086	13.8
38	-1.219073	517.834665	0.017036	13.2
39	-0.807050	515.612193	0.002193	13.5
40	-0.655409	513.414976	0.008821	12.5
41	-1.191683	511.242551	0.001995	12.8
42	-0.865820	509.094468	0.001746	11.9
43	-1.482065	506.970285	0.033949	11.8
44	-0.964642	504.869574	0.005062	11.8
45	-1.287962	502.791916	0.011223	12.6
46	-0.789953	500.736903	0.004555	12.4
47	-0.622183	498.704137	0.001518	12.0
48	-1.176931	496.693228	0.003055	12.2
49	-1.397004	494.703798	0.006669	11.9
50	-0.000000	492.735476	0.000000	11.9
51	-0.919959	490.787900	0.001586	12.3
52	-1.139892	488.860718	0.006208	11.5
53	-0.000000	486.953585	0.000000	12.2
54	-1.324481	485.066164	0.032278	12.7
55	-0.795587	483.198126	0.001507	13.2
