1:ItNr	2:Metric	3a:Time	3b:StepSize	4:||Gradient||	Time[ms]
0	-1.241168	0.000000	117.520366	0.003980	1708.9
1	-1.189132	0.000000	117.520366	0.064870	1.4
2	-0.780591	1.000000	112.178531	0.043833	1.3
3	-1.060335	2.000000	107.301204	0.079678	1.3
4	-0.793045	1.963604	107.471271	0.038883	1.3
5	-1.049290	2.963604	102.986500	0.081476	1.4
6	-0.817478	2.927208	103.143154	0.050643	1.4
7	-1.144691	3.927208	99.005380	0.074593	1.4
8	-0.821591	3.890812	99.150149	0.041013	1.5
9	-1.057286	4.890812	95.320599	0.081931	1.3
10	-0.813313	4.854416	95.454785	0.054593	1.3
11	-1.134964	5.854416	91.900257	0.086326	1.3
12	-0.831965	5.818019	92.024979	0.035356	1.3
13	-0.995671	6.818019	88.716872	0.064816	1.5
14	-1.032521	6.781623	88.833099	0.075616	1.4
15	-0.914432	7.781623	85.746647	0.060042	1.3
16	-1.095310	8.781623	82.867467	0.090078	1.4
17	-0.779713	9.781623	80.175358	0.057814	1.4
18	-1.086573	10.781623	77.652663	0.100018	1.8
19	-0.788167	10.745227	77.741692	0.048780	2.0
20	-0.970418	11.745227	75.367554	0.078572	1.2
21	-0.976931	11.708831	75.451418	0.074716	1.4
22	-0.978263	12.708831	73.213090	0.085182	1.3
23	-0.913300	13.708831	71.103739	0.081723	1.3
24	-1.049646	14.708831	69.112531	0.097116	1.2
25	-0.864436	15.708831	67.229808	0.053771	1.3
26	-1.146654	16.708831	65.446942	0.097295	1.3
27	-0.785337	16.672435	65.510172	0.055278	1.3
28	-1.066885	17.672435	63.816196	0.098880	1.5
29	-0.857020	17.636039	63.876312	0.066236	1.4
30	-1.211738	18.636039	62.264741	0.075983	1.4
31	-0.941040	18.599643	62.321968	0.062542	1.3
32	-1.172520	19.599643	60.786931	0.086515	1.3
33	-0.907202	20.599643	59.325694	0.061032	1.3
34	-1.106230	21.599643	57.933060	0.092003	1.3
35	-0.969923	21.563247	57.982599	0.075667	1.3
36	-1.188634	22.563247	56.651601	0.101371	1.3
37	-0.860584	23.563247	55.380338	0.052509	1.3
38	-1.048704	24.563247	54.164878	0.091496	1.4
39	-0.958994	24.526851	54.208179	0.075095	1.3
40	-1.124674	25.526851	53.043085	0.105554	1.4
41	-0.896569	26.526851	51.927019	0.058668	1.4
42	-1.083642	27.526851	50.856951	0.085817	1.4
43	-0.984654	27.490455	50.895124	0.074671	1.5
44	-1.177355	28.490455	49.866741	0.088118	1.4
45	-0.931854	29.490455	48.879094	0.067091	1.4
46	-1.229461	30.490455	47.929810	0.050211	1.3
47	-1.059705	30.454058	47.963713	0.090662	1.5
48	-1.015721	31.454058	47.049318	0.094583	1.6
49	-1.039363	32.454058	46.169136	0.085816	1.5
50	-1.075170	33.454058	45.321281	0.096705	1.6
51	-0.999601	34.454058	44.504005	0.083214	1.4
52	-1.170423	35.454058	43.715682	0.108555	1.6
53	-0.914419	36.454058	42.954802	0.068676	1.5
54	-1.178688	37.454058	42.219954	0.084770	1.4
55	-0.980067	37.417662	42.246259	0.085040	1.5
56	-1.147701	38.417662	41.535254	0.094794	1.3
57	-0.931500	39.417662	40.847785	0.084288	1.2
58	-1.194042	40.417662	40.182703	0.073372	2.2
59	-1.006345	41.417662	39.538932	0.095535	2.1
60	-1.158207	42.417662	38.915463	0.102839	1.6
61	-0.998124	43.417662	38.311351	0.087197	1.9
62	-1.215001	44.417662	37.725709	0.084626	2.4
63	-1.037279	45.417662	37.157702	0.090865	4.9
64	-1.116954	46.417662	36.606545	0.110578	3.2
65	-0.976768	47.417662	36.071500	0.075195	1.5
66	-1.184172	48.417662	35.551870	0.054219	1.4
67	-1.085931	48.381266	35.570520	0.098108	1.3
68	-1.050886	49.381266	35.065122	0.094195	1.3
69	-1.112312	50.381266	34.573885	0.100360	1.6
70	-1.066887	51.381266	34.096222	0.090254	1.3
71	-1.141821	52.381266	33.631577	0.095144	1.4
72	-1.036605	53.381266	33.179426	0.094680	1.7
73	-1.135736	54.381266	32.739271	0.108509	1.6
74	-1.024544	55.381266	32.310641	0.083922	1.5
75	-1.211732	56.381266	31.893090	0.056355	1.4
76	-1.131893	57.381266	31.486193	0.088903	1.4
77	-1.126660	58.381266	31.089548	0.098713	1.3
78	-1.073489	59.381266	30.702772	0.079730	1.4
79	-1.176914	60.381266	30.325501	0.080682	1.5
80	-1.071651	61.381266	29.957390	0.095023	1.3
81	-1.117752	62.381266	29.598108	0.106632	1.3
82	-1.068020	63.381266	29.247341	0.094286	1.3
83	-1.232475	64.381266	28.904791	0.085016	1.7
84	-1.097505	65.381266	28.570173	0.103108	1.3
85	-1.089953	66.381266	28.243213	0.104862	1.3
86	-1.082367	67.381266	27.923652	0.100164	1.6
87	-1.152072	68.381266	27.611241	0.096091	1.6
88	-1.100835	69.381266	27.305744	0.100804	1.5
89	-1.130613	70.381266	27.006932	0.111337	1.4
90	-1.107696	71.381266	26.714590	0.096004	1.7
91	-1.149076	72.381266	26.428510	0.101972	1.4
92	-1.052826	73.381266	26.148491	0.106630	1.3
93	-1.130733	74.381266	25.874344	0.091959	1.3
94	-1.098064	75.381266	25.605886	0.105255	2.0
95	-1.147366	76.381266	25.342941	0.109012	1.5
96	-1.125376	77.381266	25.085342	0.098441	1.4
97	-1.133840	78.381266	24.832927	0.095036	1.4
98	-1.120650	79.381266	24.585540	0.100780	1.4
99	-1.154060	80.381266	24.343035	0.103415	1.4
100	-1.086282	81.381266	24.105266	0.101941	13.4
101	-1.145787	82.381266	23.872098	0.098618	1.5
102	-1.099447	83.381266	23.643397	0.101374	2.4
103	-1.143715	84.381266	23.419036	0.083545	1.5
