1:ItNr	2:Metric	3:StepSize	4:||Gradient||	Time[ms]
0	-1.437348	627.201626	0.030283	1563.9
1	-0.479619	623.504937	0.005908	3.0
2	-0.958209	619.865785	0.007967	3.3
3	-1.170413	616.282728	0.009407	3.3
4	-0.233779	612.754375	0.003934	3.0
5	-1.127824	609.279381	0.009929	3.1
6	-1.279349	605.856447	0.030550	3.4
7	-0.023687	602.484317	0.000295	3.5
8	-1.198749	599.161779	0.009066	3.3
9	-1.017888	595.887656	0.010195	3.0
10	-0.730445	592.660813	0.008402	3.1
11	-0.969739	589.480151	0.006267	3.1
12	-1.282889	586.344606	0.011576	3.0
13	-0.127974	583.253145	0.002446	3.1
14	-1.457814	580.204771	0.046302	3.0
15	-0.976928	577.198517	0.004337	3.1
16	-1.347874	574.233444	0.021467	3.1
17	-1.039400	571.308645	0.005625	3.0
18	-1.188962	568.423237	0.028937	3.3
19	-1.432663	565.576365	0.015780	3.0
20	-0.000000	562.767201	0.000000	3.1
21	-0.557576	559.994938	0.004244	3.0
22	-1.208662	557.258797	0.017002	3.1
23	-1.253885	554.558018	0.019670	3.3
24	-0.878917	551.891865	0.010377	3.7
25	-1.195123	549.259621	0.003971	3.3
26	-1.244764	546.660592	0.008163	3.7
27	-1.083538	544.094102	0.002932	3.7
28	-0.266642	541.559494	0.001272	3.1
29	-1.524991	539.056129	0.017650	3.0
30	-0.009993	536.583387	0.001083	3.3
31	-1.461405	534.140663	0.033228	3.6
32	-0.334469	531.727370	0.005975	3.3
33	-0.854768	529.342935	0.006254	3.0
34	-1.204790	526.986802	0.034895	3.1
35	-0.503436	524.658430	0.001588	3.2
36	-0.000000	522.357290	0.000000	3.2
37	-0.185990	520.082868	0.003849	3.3
38	-1.327600	517.834665	0.016551	3.2
39	-1.427932	515.612193	0.016506	3.1
40	-1.208777	513.414976	0.021112	3.0
41	-0.000000	511.242551	0.000000	3.0
42	-0.918774	509.094468	0.002427	3.4
43	-1.326827	506.970285	0.006473	3.0
44	-0.408855	504.869574	0.003062	3.5
45	-0.184216	502.791916	0.003613	3.0
46	-0.000094	500.736903	0.000079	3.1
47	-0.921195	498.704137	0.030507	3.1
48	-0.609046	496.693228	0.003031	3.4
49	-0.347394	494.703798	0.003377	3.0
50	-0.588778	492.735476	0.011178	3.0
51	-0.000000	490.787900	0.000000	3.1
52	-1.085276	488.860718	0.035366	3.2
53	-0.961254	486.953585	0.003787	3.3
54	-0.411301	485.066164	0.007840	3.3
55	-1.533741	483.198126	0.061460	3.7
56	-0.000000	481.349149	0.000000	3.0
57	-1.189046	479.518920	0.003870	3.0
58	-1.146460	477.707132	0.032922	3.0
59	-0.830613	475.913485	0.004482	3.1
60	-0.023881	474.137684	0.001621	3.1
61	-1.249809	472.379445	0.003160	3.0
62	-0.000005	470.638485	0.000000	3.1
63	-0.612265	468.914531	0.004642	3.0
64	-1.132205	467.207315	0.008222	3.1
65	-0.999104	465.516573	0.051229	3.0
66	-0.067138	463.842050	0.001707	3.1
67	-0.891420	462.183494	0.002368	3.1
68	-0.868547	460.540658	0.004229	3.2
69	-0.465090	458.913303	0.009501	3.7
70	-1.327192	457.301192	0.015268	3.0
71	-1.344512	455.704096	0.012434	3.4
72	-1.115757	454.121787	0.005015	3.4
73	-1.243780	452.554045	0.035555	3.0
74	-1.117786	451.000653	0.030234	3.0
75	-1.110254	449.461399	0.006367	3.4
76	-0.000000	447.936075	0.000000	3.4
77	-0.386148	446.424477	0.002134	3.2
78	-0.360186	444.926406	0.009695	3.1
79	-1.394994	443.441666	0.010034	3.0
80	-1.393460	441.970065	0.036468	3.1
81	-1.552893	440.511415	0.014328	3.6
82	-1.243233	439.065533	0.013018	3.5
83	-0.963640	437.632238	0.002835	3.1
84	-1.063146	436.211351	0.011294	3.3
85	-1.025727	434.802701	0.039123	3.0
86	-1.484310	433.406117	0.019905	3.7
87	-1.147119	432.021430	0.010818	3.2
88	-1.035563	430.648479	0.003626	3.0
89	-1.502407	429.287101	0.054162	3.1
90	-0.000002	427.937140	0.000000	3.1
91	-0.000001	426.598440	0.000000	3.6
92	-1.238442	425.270849	0.043324	3.0
93	-0.000000	423.954220	0.000000	3.1
94	-1.269846	422.648404	0.019856	3.1
95	-0.000000	421.353259	0.000000	3.4
96	-0.000000	420.068643	0.000000	3.3
97	-0.000000	418.794419	0.000000	2.9
98	-1.410689	417.530451	0.065395	3.1
99	-1.471692	416.276604	0.006551	3.0
100	-1.150692	415.032748	0.005019	3.0
101	-1.310358	413.798754	0.043658	3.5
