1:ItNr	2:Metric	3:StepSize	4:||Gradient||	Time[ms]
0	-0.583491	627.201626	0.008600	1913.3
1	-0.373440	623.504937	0.002584	7.5
2	-0.077828	619.865785	0.002719	11.2
3	-0.000000	616.282728	0.000000	6.8
4	-0.023640	612.754375	0.000218	6.5
5	-0.649267	609.279381	0.006822	11.5
6	-0.005081	605.856447	0.000095	11.4
7	-1.322076	602.484317	0.014295	7.5
8	-0.832912	599.161779	0.004755	12.8
9	-0.000000	595.887656	0.000000	8.0
10	-0.219727	592.660813	0.004711	6.9
11	-0.375546	589.480151	0.005849	6.7
12	-0.713698	586.344606	0.009330	8.3
13	-0.882394	583.253145	0.009321	8.9
14	-0.365282	580.204771	0.004143	10.1
15	-0.533540	577.198517	0.004105	11.9
16	-0.659767	574.233444	0.005661	6.0
17	-0.198407	571.308645	0.001835	6.4
18	-0.661305	568.423237	0.006307	7.4
19	-1.376985	565.576365	0.005905	7.4
20	-1.562351	562.767201	0.016943	10.5
21	-0.576701	559.994938	0.009961	14.2
22	-0.000000	557.258797	0.000000	6.9
23	-0.537795	554.558018	0.004684	12.4
24	-0.000000	551.891865	0.000000	7.3
25	-0.130277	549.259621	0.004731	12.1
26	-0.839275	546.660592	0.012836	6.7
27	-0.000000	544.094102	0.000000	8.0
28	-0.000000	541.559494	0.000000	6.6
29	-0.067836	539.056129	0.003442	6.7
30	-0.619274	536.583387	0.006839	6.4
31	-0.545930	534.140663	0.014507	12.1
32	-0.052401	531.727370	0.001423	11.9
33	-0.000000	529.342935	0.000000	11.7
34	-0.115889	526.986802	0.002114	8.1
35	-0.000000	524.658430	0.000000	6.5
36	-0.126588	522.357290	0.002216	9.4
37	-0.068762	520.082868	0.001610	6.5
38	-0.000000	517.834665	0.000000	6.7
39	-0.218023	515.612193	0.003564	10.6
40	-0.000000	513.414976	0.000000	8.7
41	-0.358902	511.242551	0.009026	6.7
42	-0.000000	509.094468	0.000000	6.7
43	-0.583410	506.970285	0.008099	5.2
44	-0.915031	504.869574	0.008291	7.7
45	-0.043907	502.791916	0.000252	11.6
46	-0.000000	500.736903	0.000000	6.5
47	-0.000000	498.704137	0.000000	9.4
48	-0.150975	496.693228	0.003093	12.2
49	-0.090043	494.703798	0.003554	6.7
50	-0.000000	492.735476	0.000000	6.5
51	-0.093333	490.787900	0.001292	7.0
52	-0.000000	488.860718	0.000000	6.4
53	-0.875982	486.953585	0.011153	6.4
54	-1.124718	485.066164	0.011684	7.3
55	-0.450925	483.198126	0.008914	7.1
56	-0.000008	481.349149	0.000002	6.8
57	-0.000000	479.518920	0.000000	7.4
58	-0.105317	477.707132	0.002805	9.6
59	-0.051176	475.913485	0.001991	7.4
60	-1.215879	474.137684	0.008308	7.0
61	-0.746915	472.379445	0.007062	9.5
62	-0.104272	470.638485	0.001813	7.2
63	-0.624886	468.914531	0.008454	6.7
64	-0.000000	467.207315	0.000000	9.9
65	-0.140728	465.516573	0.005869	6.7
66	-0.655030	463.842050	0.012081	9.3
67	-0.526955	462.183494	0.012356	8.3
68	-1.040736	460.540658	0.014572	6.6
69	-0.416572	458.913303	0.011692	13.7
70	-1.443553	457.301192	0.020203	7.0
71	-0.052161	455.704096	0.002191	6.8
72	-1.007592	454.121787	0.009144	9.5
73	-0.365502	452.554045	0.005890	11.6
74	-0.033659	451.000653	0.000535	11.9
75	-0.270323	449.461399	0.001948	12.4
76	-0.289161	447.936075	0.003190	8.2
77	-1.315936	446.424477	0.008713	7.7
