1:ItNr	2:Metric	3:StepSize	4:||Gradient||	Time[ms]
0	-0.173735	627.201626	0.003549	1722.9
1	-0.073919	623.504937	0.000657	11.1
2	-0.093938	619.865785	0.001970	6.4
3	-0.125434	616.282728	0.005017	6.5
4	-0.501770	612.754375	0.004812	6.9
5	-0.292106	609.279381	0.001156	11.8
6	-0.046082	605.856447	0.000830	8.9
7	-0.607634	602.484317	0.005860	6.8
8	-0.485649	599.161779	0.006970	8.8
9	-0.000000	595.887656	0.000000	7.7
10	-0.054438	592.660813	0.000736	6.8
11	-0.136835	589.480151	0.000762	6.9
12	-0.000001	586.344606	0.000000	6.8
13	-0.035456	583.253145	0.000591	11.5
14	-0.315742	580.204771	0.003604	6.3
15	-0.032637	577.198517	0.000770	9.3
16	-0.057307	574.233444	0.000258	6.4
17	-0.000000	571.308645	0.000000	8.1
18	-0.008828	568.423237	0.000403	12.4
19	-0.557397	565.576365	0.005356	6.9
20	-0.381317	562.767201	0.002618	6.8
21	-0.601079	559.994938	0.007123	6.8
22	-0.027029	557.258797	0.000366	7.2
23	-0.052297	554.558018	0.001007	8.0
24	-0.109821	551.891865	0.001460	12.7
25	-0.575705	549.259621	0.007039	7.6
26	-0.205275	546.660592	0.004717	8.2
27	-0.057382	544.094102	0.001626	11.7
28	-0.441847	541.559494	0.003357	5.4
29	-0.000000	539.056129	0.000000	5.9
30	-0.000000	536.583387	0.000000	8.9
31	-0.430991	534.140663	0.006090	6.8
32	-0.632664	531.727370	0.005971	6.7
33	-0.000000	529.342935	0.000000	6.6
34	-0.000000	526.986802	0.000000	10.3
35	-0.000000	524.658430	0.000000	6.8
36	-0.078547	522.357290	0.000677	6.5
37	-0.050971	520.082868	0.001587	6.9
38	-0.014766	517.834665	0.000390	7.0
39	-0.000000	515.612193	0.000000	6.6
40	-0.006081	513.414976	0.000194	6.6
41	-0.001489	511.242551	0.000061	6.4
42	-0.573064	509.094468	0.005573	6.8
43	-0.000000	506.970285	0.000000	6.4
44	-0.577931	504.869574	0.003698	7.5
45	-0.564429	502.791916	0.006472	9.5
46	-0.269888	500.736903	0.006857	10.5
47	-0.095210	498.704137	0.001118	7.4
48	-0.224009	496.693228	0.002773	6.9
49	-0.000000	494.703798	0.000000	12.2
50	-0.000000	492.735476	0.000000	8.1
51	-0.000000	490.787900	0.000000	11.4
52	-0.038801	488.860718	0.001788	9.0
53	-0.640135	486.953585	0.004510	7.2
54	-0.425538	485.066164	0.005064	12.6
55	-0.003218	483.198126	0.000348	6.4
56	-0.091320	481.349149	0.000972	7.6
57	-0.116824	479.518920	0.001501	6.7
58	-0.156221	477.707132	0.001570	12.1
59	-0.000000	475.913485	0.000000	6.6
60	-0.055391	474.137684	0.002752	8.0
61	-0.000000	472.379445	0.000000	7.4
62	-0.000000	470.638485	0.000000	7.1
63	-0.437837	468.914531	0.002191	9.3
64	-0.000000	467.207315	0.000000	7.4
65	-0.209821	465.516573	0.003709	8.5
66	-0.059454	463.842050	0.000351	15.8
