1:ItNr	2:Metric	3:StepSize	4:||Gradient||	Time[ms]
0	-0.342171	627.201626	0.006208	1733.1
1	-0.175857	623.504937	0.004218	14.4
2	-0.611176	619.865785	0.005756	6.3
3	-0.000000	616.282728	0.000000	9.0
4	-0.058798	612.754375	0.000365	6.7
5	-0.482985	609.279381	0.005453	12.0
6	-0.000000	605.856447	0.000000	7.1
7	-0.863100	602.484317	0.008651	6.7
8	-0.730027	599.161779	0.005997	6.8
9	-0.042393	595.887656	0.000641	7.5
10	-0.005377	592.660813	0.000338	9.5
11	-0.000000	589.480151	0.000000	7.5
12	-0.000015	586.344606	0.000008	6.5
13	-0.037094	583.253145	0.001218	9.3
14	-0.090927	580.204771	0.001484	10.7
15	-1.072636	577.198517	0.001782	4.3
16	-0.766862	574.233444	0.006889	11.3
17	-0.475143	571.308645	0.005354	7.9
18	-0.805661	568.423237	0.002994	9.5
19	-0.213145	565.576365	0.001204	6.9
20	-0.919456	562.767201	0.004366	7.0
21	-0.050476	559.994938	0.001047	7.8
22	-0.613732	557.258797	0.006673	5.9
23	-0.037138	554.558018	0.000968	6.2
24	-0.194436	551.891865	0.002489	8.1
25	-0.611669	549.259621	0.006198	5.9
26	-0.345540	546.660592	0.001959	11.8
27	-0.726629	544.094102	0.004238	6.7
28	-0.000000	541.559494	0.000000	7.3
29	-0.033541	539.056129	0.000824	6.5
30	-0.182766	536.583387	0.001028	5.4
31	-0.648935	534.140663	0.007469	5.9
32	-0.261107	531.727370	0.004572	7.1
33	-0.000000	529.342935	0.000000	8.0
34	-0.000000	526.986802	0.000000	6.8
35	-0.000000	524.658430	0.000000	6.3
36	-0.192336	522.357290	0.004039	8.7
37	-0.718430	520.082868	0.005425	6.5
38	-0.062550	517.834665	0.000297	7.5
39	-0.219580	515.612193	0.001443	6.7
40	-0.650656	513.414976	0.004624	9.0
41	-0.000000	511.242551	0.000000	7.4
42	-0.027224	509.094468	0.000668	6.9
43	-0.621524	506.970285	0.005059	7.0
44	-0.000000	504.869574	0.000000	6.5
45	-0.134625	502.791916	0.001224	6.6
46	-0.484454	500.736903	0.007384	6.7
47	-0.544325	498.704137	0.006501	6.6
48	-0.416263	496.693228	0.003197	6.3
49	-0.000000	494.703798	0.000000	7.1
50	-0.004057	492.735476	0.000011	6.6
51	-0.653250	490.787900	0.004849	6.8
52	-0.716133	488.860718	0.006571	6.8
53	-0.250395	486.953585	0.000911	6.6
54	-0.053825	485.066164	0.001137	12.7
55	-0.049140	483.198126	0.001888	7.5
56	-0.712893	481.349149	0.006361	6.7
57	-0.475082	479.518920	0.003396	6.9
58	-0.796554	477.707132	0.008424	7.6
59	-0.006141	475.913485	0.000011	10.1
60	-0.057888	474.137684	0.001065	11.9
61	-0.585172	472.379445	0.003725	8.6
62	-1.038360	470.638485	0.004949	6.7
63	-0.096132	468.914531	0.001365	6.9
64	-0.051746	467.207315	0.000139	8.4
65	-0.000000	465.516573	0.000000	13.9
66	-0.123290	463.842050	0.000659	10.7
67	-0.000000	462.183494	0.000000	11.9
68	-0.000000	460.540658	0.000000	5.4
69	-0.000000	458.913303	0.000000	6.5
70	-0.465734	457.301192	0.002072	6.8
71	-0.265159	455.704096	0.002015	6.7
72	-0.857525	454.121787	0.005109	6.8
73	-0.215598	452.554045	0.002700	6.7
74	-0.116050	451.000653	0.002864	7.2
75	-0.360733	449.461399	0.006224	6.9
76	-0.530050	447.936075	0.008953	6.8
77	-0.000000	446.424477	0.000000	7.0
78	-0.658589	444.926406	0.002871	10.4
79	-0.084745	443.441666	0.001972	10.3
80	-0.000000	441.970065	0.000000	6.7
81	-0.183426	440.511415	0.000835	6.9
82	-0.031334	439.065533	0.000669	6.7
83	-0.711297	437.632238	0.007634	7.8
84	-0.210636	436.211351	0.003713	6.9
85	-0.895933	434.802701	0.008992	7.0
86	-0.129933	433.406117	0.001573	6.6
87	-0.304013	432.021430	0.003056	6.3
88	-0.167774	430.648479	0.000814	7.3
89	-0.300948	429.287101	0.002216	6.6
90	-0.000000	427.937140	0.000000	10.6
91	-0.290897	426.598440	0.000710	12.2
92	-0.532085	425.270849	0.003764	7.0
